subset,label,person,id,acceleration,time,dimension
train,swiperight,james,17,-21.0,0.9,x
train,swiperight,james,17,9.0,0.9,y
train,swiperight,james,17,-20.0,0.9,z
train,swiperight,james,17,-21.0,1.0,x
train,swiperight,james,17,10.0,1.0,y
train,swiperight,james,17,-22.0,1.0,z
train,swiperight,james,17,-20.0,1.1,x
train,swiperight,james,17,11.0,1.1,y
train,swiperight,james,17,-23.0,1.1,z
train,swiperight,james,18,-15.0,0.0,x
train,swiperight,james,18,-31.0,0.0,y
train,swiperight,james,18,-9.0,0.0,z
train,swiperight,james,18,-20.0,0.1,x
train,swiperight,james,18,-19.0,0.1,y
train,swiperight,james,18,-6.0,0.1,z
train,swiperight,james,18,-21.0,0.2,x
train,swiperight,james,18,-33.0,0.2,y
train,swiperight,james,18,-6.0,0.2,z
train,swiperight,james,18,-29.0,0.3,x
train,swiperight,james,18,-14.0,0.3,y
train,swiperight,james,18,-3.0,0.3,z
train,swiperight,james,18,-16.0,0.4,x
train,swiperight,james,18,29.0,0.4,y
train,swiperight,james,18,-31.0,0.4,z
train,swiperight,james,18,-22.0,0.5,x
train,swiperight,james,18,2.0,0.5,y
train,swiperight,james,18,-26.0,0.5,z
train,swiperight,james,18,-23.0,0.6,x
train,swiperight,james,18,3.0,0.6,y
train,swiperight,james,18,-22.0,0.6,z
train,swiperight,james,18,-23.0,0.7,x
train,swiperight,james,18,1.0,0.7,y
train,swiperight,james,18,-21.0,0.7,z
train,swiperight,james,18,-23.0,0.8,x
train,swiperight,james,18,1.0,0.8,y
train,swiperight,james,18,-22.0,0.8,z
train,swiperight,james,18,-23.0,0.9,x
train,swiperight,james,18,0.0,0.9,y
train,swiperight,james,18,-21.0,0.9,z
train,swiperight,james,18,-24.0,1.0,x
train,swiperight,james,18,-3.0,1.0,y
train,swiperight,james,18,-21.0,1.0,z
train,swiperight,james,19,-7.0,0.0,x
train,swiperight,james,19,-10.0,0.0,y
train,swiperight,james,19,-30.0,0.0,z
train,swiperight,james,19,-3.0,0.1,x
train,swiperight,james,19,-19.0,0.1,y
train,swiperight,james,19,-23.0,0.1,z
train,swiperight,james,19,-1.0,0.2,x
train,swiperight,james,19,-25.0,0.2,y
train,swiperight,james,19,-18.0,0.2,z
train,swiperight,james,19,-2.0,0.3,x
train,swiperight,james,19,-31.0,0.3,y
train,swiperight,james,19,-18.0,0.3,z
train,swiperight,james,19,0.0,0.4,x
train,swiperight,james,19,-29.0,0.4,y
train,swiperight,james,19,-13.0,0.4,z
train,swiperight,james,19,1.0,0.5,x
train,swiperight,james,19,-34.0,0.5,y
train,swiperight,james,19,-5.0,0.5,z
train,swiperight,james,19,-1.0,0.6,x
train,swiperight,james,19,-35.0,0.6,y
train,swiperight,james,19,1.0,0.6,z
train,swiperight,james,19,2.0,0.7,x
train,swiperight,james,19,-43.0,0.7,y
train,swiperight,james,19,24.0,0.7,z
train,swiperight,james,19,7.0,0.8,x
train,swiperight,james,19,-54.0,0.8,y
train,swiperight,james,19,-3.0,0.8,z
train,swiperight,james,19,21.0,0.9,x
train,swiperight,james,19,45.0,0.9,y
train,swiperight,james,19,3.0,0.9,z
train,swiperight,james,19,-7.0,1.0,x
train,swiperight,james,19,8.0,1.0,y
train,swiperight,james,19,-28.0,1.0,z
train,swiperight,james,19,-16.0,1.1,x
train,swiperight,james,19,-11.0,1.1,y
train,swiperight,james,19,-28.0,1.1,z
train,swiperight,james,19,-15.0,1.2,x
train,swiperight,james,19,-11.0,1.2,y
train,swiperight,james,19,-25.0,1.2,z
train,swiperight,james,20,-13.0,0.0,x
train,swiperight,james,20,-22.0,0.0,y
train,swiperight,james,20,-23.0,0.0,z
train,swiperight,james,20,-13.0,0.1,x
train,swiperight,james,20,-26.0,0.1,y
train,swiperight,james,20,-20.0,0.1,z
train,swiperight,james,20,-15.0,0.2,x
train,swiperight,james,20,-27.0,0.2,y
train,swiperight,james,20,-14.0,0.2,z
train,swiperight,james,20,-18.0,0.3,x
train,swiperight,james,20,-25.0,0.3,y
train,swiperight,james,20,-9.0,0.3,z
train,swiperight,james,20,-21.0,0.4,x
train,swiperight,james,20,-24.0,0.4,y
train,swiperight,james,20,-3.0,0.4,z
train,swiperight,james,20,-22.0,0.5,x
train,swiperight,james,20,-29.0,0.5,y
train,swiperight,james,20,7.0,0.5,z
train,swiperight,james,20,-22.0,0.6,x
train,swiperight,james,20,-37.0,0.6,y
train,swiperight,james,20,12.0,0.6,z
train,swiperight,james,20,7.0,0.7,x
train,swiperight,james,20,-10.0,0.7,y
train,swiperight,james,20,-31.0,0.7,z
train,swiperight,james,20,-12.0,0.8,x
train,swiperight,james,20,10.0,0.8,y
train,swiperight,james,20,-38.0,0.8,z
train,swiperight,james,20,-23.0,0.9,x
train,swiperight,james,20,-3.0,0.9,y
train,swiperight,james,20,-27.0,0.9,z
train,swiperight,james,20,-20.0,1.0,x
train,swiperight,james,20,-4.0,1.0,y
train,swiperight,james,20,-25.0,1.0,z
train,swiperight,james,21,-20.0,0.0,x
train,swiperight,james,21,0.0,0.0,y
train,swiperight,james,21,-20.0,0.0,z
train,swiperight,james,21,-17.0,0.1,x
train,swiperight,james,21,-11.0,0.1,y
train,swiperight,james,21,-22.0,0.1,z
train,swiperight,james,21,-15.0,0.2,x
train,swiperight,james,21,-19.0,0.2,y
train,swiperight,james,21,-22.0,0.2,z
train,swiperight,james,21,-14.0,0.3,x
train,swiperight,james,21,-31.0,0.3,y
train,swiperight,james,21,-19.0,0.3,z
train,swiperight,james,21,-15.0,0.4,x
train,swiperight,james,21,-36.0,0.4,y
train,swiperight,james,21,-16.0,0.4,z
train,swiperight,james,21,-19.0,0.5,x
train,swiperight,james,21,-18.0,0.5,y
train,swiperight,james,21,-13.0,0.5,z
train,swiperight,james,21,-19.0,0.6,x
train,swiperight,james,21,-24.0,0.6,y
train,swiperight,james,21,-15.0,0.6,z
train,swiperight,james,21,-31.0,0.7,x
train,swiperight,james,21,-15.0,0.7,y
train,swiperight,james,21,4.0,0.7,z
train,swiperight,james,21,-10.0,0.8,x
train,swiperight,james,21,26.0,0.8,y
train,swiperight,james,21,-31.0,0.8,z
train,swiperight,james,21,-29.0,0.9,x
train,swiperight,james,21,-4.0,0.9,y
train,swiperight,james,21,-26.0,0.9,z
train,swiperight,james,21,-22.0,1.0,x
train,swiperight,james,21,0.0,1.0,y
train,swiperight,james,21,-22.0,1.0,z
train,swiperight,james,21,-23.0,1.1,x
train,swiperight,james,21,5.0,1.1,y
train,swiperight,james,21,-21.0,1.1,z
train,swiperight,james,22,-12.0,0.0,x
train,swiperight,james,22,-30.0,0.0,y
train,swiperight,james,22,-15.0,0.0,z
train,swiperight,james,22,-15.0,0.1,x
train,swiperight,james,22,-36.0,0.1,y
train,swiperight,james,22,-3.0,0.1,z
train,swiperight,james,22,-17.0,0.2,x
train,swiperight,james,22,-30.0,0.2,y
train,swiperight,james,22,2.0,0.2,z
train,swiperight,james,22,-11.0,0.3,x
train,swiperight,james,22,-42.0,0.3,y
train,swiperight,james,22,-3.0,0.3,z
train,swiperight,james,22,11.0,0.4,x
train,swiperight,james,22,-18.0,0.4,y
train,swiperight,james,22,-25.0,0.4,z
train,swiperight,james,22,-10.0,0.5,x
train,swiperight,james,22,-6.0,0.5,y
train,swiperight,james,22,-40.0,0.5,z
train,swiperight,james,22,-27.0,0.6,x
train,swiperight,james,22,-10.0,0.6,y
train,swiperight,james,22,-21.0,0.6,z
train,swiperight,james,22,-19.0,0.7,x
train,swiperight,james,22,-4.0,0.7,y
train,swiperight,james,22,-24.0,0.7,z
train,swiperight,james,22,-21.0,0.8,x
train,swiperight,james,22,-1.0,0.8,y
train,swiperight,james,22,-24.0,0.8,z
train,swiperight,james,22,-20.0,0.9,x
train,swiperight,james,22,-1.0,0.9,y
train,swiperight,james,22,-23.0,0.9,z
train,swiperight,james,22,-19.0,1.0,x
train,swiperight,james,22,-2.0,1.0,y
train,swiperight,james,22,-24.0,1.0,z
train,swiperight,james,23,-11.0,0.0,x
train,swiperight,james,23,-28.0,0.0,y
train,swiperight,james,23,-18.0,0.0,z
train,swiperight,james,23,-14.0,0.1,x
train,swiperight,james,23,-37.0,0.1,y
train,swiperight,james,23,-8.0,0.1,z
train,swiperight,james,23,-17.0,0.2,x
train,swiperight,james,23,-25.0,0.2,y
train,swiperight,james,23,-5.0,0.2,z
train,swiperight,james,23,-12.0,0.3,x
train,swiperight,james,23,-44.0,0.3,y
train,swiperight,james,23,-6.0,0.3,z
train,swiperight,james,23,-14.0,0.4,x
train,swiperight,james,23,-23.0,0.4,y
train,swiperight,james,23,0.0,0.4,z
train,swiperight,james,23,-1.0,0.5,x
train,swiperight,james,23,27.0,0.5,y
train,swiperight,james,23,-42.0,0.5,z
train,swiperight,james,23,-23.0,0.6,x
train,swiperight,james,23,0.0,0.6,y
train,swiperight,james,23,-25.0,0.6,z
train,swiperight,james,23,-22.0,0.7,x
train,swiperight,james,23,-8.0,0.7,y
train,swiperight,james,23,-21.0,0.7,z
train,swiperight,james,23,-22.0,0.8,x
train,swiperight,james,23,-2.0,0.8,y
train,swiperight,james,23,-22.0,0.8,z
train,swiperight,james,23,-23.0,0.9,x
train,swiperight,james,23,-1.0,0.9,y
train,swiperight,james,23,-23.0,0.9,z
train,swiperight,james,23,-21.0,1.0,x
train,swiperight,james,23,0.0,1.0,y
train,swiperight,james,23,-22.0,1.0,z
train,swiperight,james,23,-19.0,1.1,x
train,swiperight,james,23,-2.0,1.1,y
train,swiperight,james,23,-24.0,1.1,z
train,swiperight,james,24,-23.0,0.0,x
train,swiperight,james,24,0.0,0.0,y
train,swiperight,james,24,-22.0,0.0,z
train,swiperight,james,24,-22.0,0.1,x
train,swiperight,james,24,2.0,0.1,y
train,swiperight,james,24,-21.0,0.1,z
train,swiperight,james,24,-20.0,0.2,x
train,swiperight,james,24,0.0,0.2,y
train,swiperight,james,24,-21.0,0.2,z
train,swiperight,james,24,-14.0,0.3,x
train,swiperight,james,24,-6.0,0.3,y
train,swiperight,james,24,-21.0,0.3,z
train,swiperight,james,24,-8.0,0.4,x
train,swiperight,james,24,-25.0,0.4,y
train,swiperight,james,24,-20.0,0.4,z
train,swiperight,james,24,-11.0,0.5,x
train,swiperight,james,24,-41.0,0.5,y
train,swiperight,james,24,-15.0,0.5,z
train,swiperight,james,24,-15.0,0.6,x
train,swiperight,james,24,-35.0,0.6,y
train,swiperight,james,24,-9.0,0.6,z
train,swiperight,james,24,-18.0,0.7,x
train,swiperight,james,24,-27.0,0.7,y
train,swiperight,james,24,-2.0,0.7,z
train,swiperight,james,24,-15.0,0.8,x
train,swiperight,james,24,-40.0,0.8,y
train,swiperight,james,24,-13.0,0.8,z
train,swiperight,james,24,0.0,0.9,x
train,swiperight,james,24,-14.0,0.9,y
train,swiperight,james,24,-8.0,0.9,z
train,swiperight,james,24,-9.0,1.0,x
train,swiperight,james,24,42.0,1.0,y
train,swiperight,james,24,-34.0,1.0,z
train,swiperight,james,24,-23.0,1.1,x
train,swiperight,james,24,2.0,1.1,y
train,swiperight,james,24,-29.0,1.1,z
train,swiperight,james,24,-21.0,1.2,x
train,swiperight,james,24,0.0,1.2,y
train,swiperight,james,24,-23.0,1.2,z
train,swiperight,james,24,-21.0,1.3,x
train,swiperight,james,24,8.0,1.3,y
train,swiperight,james,24,-23.0,1.3,z
train,swiperight,james,25,-11.0,0.0,x
train,swiperight,james,25,-23.0,0.0,y
train,swiperight,james,25,-19.0,0.0,z
train,swiperight,james,25,-10.0,0.1,x
train,swiperight,james,25,-35.0,0.1,y
train,swiperight,james,25,-19.0,0.1,z
train,swiperight,james,25,-13.0,0.2,x
train,swiperight,james,25,-32.0,0.2,y
train,swiperight,james,25,-13.0,0.2,z
train,swiperight,james,25,-2.0,0.3,x
train,swiperight,james,25,-44.0,0.3,y
train,swiperight,james,25,-14.0,0.3,z
train,swiperight,james,25,25.0,0.4,x
train,swiperight,james,25,4.0,0.4,y
train,swiperight,james,25,-31.0,0.4,z
train,swiperight,james,25,-6.0,0.5,x
train,swiperight,james,25,13.0,0.5,y
train,swiperight,james,25,-42.0,0.5,z
train,swiperight,james,25,-19.0,0.6,x
train,swiperight,james,25,-1.0,0.6,y
train,swiperight,james,25,-29.0,0.6,z
train,swiperight,james,25,-13.0,0.7,x
train,swiperight,james,25,0.0,0.7,y
train,swiperight,james,25,-28.0,0.7,z
train,swiperight,james,25,-15.0,0.8,x
train,swiperight,james,25,7.0,0.8,y
train,swiperight,james,25,-28.0,0.8,z
train,swiperight,james,25,-13.0,0.9,x
train,swiperight,james,25,4.0,0.9,y
train,swiperight,james,25,-29.0,0.9,z
train,swiperight,james,25,-14.0,1.0,x
train,swiperight,james,25,5.0,1.0,y
train,swiperight,james,25,-28.0,1.0,z
train,swiperight,james,25,-14.0,1.1,x
train,swiperight,james,25,4.0,1.1,y
train,swiperight,james,25,-28.0,1.1,z
train,swiperight,james,26,1.0,0.0,x
train,swiperight,james,26,-36.0,0.0,y
train,swiperight,james,26,-15.0,0.0,z
train,swiperight,james,26,0.0,0.1,x
train,swiperight,james,26,-42.0,0.1,y
train,swiperight,james,26,-8.0,0.1,z
train,swiperight,james,26,-5.0,0.2,x
train,swiperight,james,26,-39.0,0.2,y
train,swiperight,james,26,-7.0,0.2,z
train,swiperight,james,26,-1.0,0.3,x
train,swiperight,james,26,-37.0,0.3,y
train,swiperight,james,26,0.0,0.3,z
train,swiperight,james,26,7.0,0.4,x
train,swiperight,james,26,-20.0,0.4,y
train,swiperight,james,26,-7.0,0.4,z
train,swiperight,james,26,10.0,0.5,x
train,swiperight,james,26,22.0,0.5,y
train,swiperight,james,26,-10.0,0.5,z
train,swiperight,james,26,1.0,0.6,x
train,swiperight,james,26,12.0,0.6,y
train,swiperight,james,26,-28.0,0.6,z
train,swiperight,james,26,-9.0,0.7,x
train,swiperight,james,26,0.0,0.7,y
train,swiperight,james,26,-32.0,0.7,z
train,swiperight,james,26,-12.0,0.8,x
train,swiperight,james,26,-2.0,0.8,y
train,swiperight,james,26,-32.0,0.8,z
train,swiperight,james,26,-12.0,0.9,x
train,swiperight,james,26,-7.0,0.9,y
train,swiperight,james,26,-30.0,0.9,z
train,swiperight,james,26,-12.0,1.0,x
train,swiperight,james,26,-9.0,1.0,y
train,swiperight,james,26,-26.0,1.0,z
train,swiperight,james,26,-5.0,1.1,x
train,swiperight,james,26,-14.0,1.1,y
train,swiperight,james,26,-30.0,1.1,z
train,swiperight,james,27,-9.0,0.0,x
train,swiperight,james,27,-13.0,0.0,y
train,swiperight,james,27,-30.0,0.0,z
train,swiperight,james,27,-12.0,0.1,x
train,swiperight,james,27,-20.0,0.1,y
train,swiperight,james,27,-30.0,0.1,z
train,swiperight,james,27,-15.0,0.2,x
train,swiperight,james,27,-16.0,0.2,y
train,swiperight,james,27,-25.0,0.2,z
train,swiperight,james,27,-20.0,0.3,x
train,swiperight,james,27,-13.0,0.3,y
train,swiperight,james,27,-13.0,0.3,z
train,swiperight,james,27,-12.0,0.4,x
train,swiperight,james,27,-36.0,0.4,y
train,swiperight,james,27,-35.0,0.4,z
train,swiperight,james,27,10.0,0.5,x
train,swiperight,james,27,6.0,0.5,y
train,swiperight,james,27,-40.0,0.5,z
train,swiperight,james,27,-10.0,0.6,x
train,swiperight,james,27,29.0,0.6,y
train,swiperight,james,27,-23.0,0.6,z
train,swiperight,james,27,-24.0,0.7,x
train,swiperight,james,27,0.0,0.7,y
train,swiperight,james,27,-23.0,0.7,z
train,swiperight,james,27,-16.0,0.8,x
train,swiperight,james,27,6.0,0.8,y
train,swiperight,james,27,-26.0,0.8,z
train,swiperight,james,27,-17.0,0.9,x
train,swiperight,james,27,9.0,0.9,y
train,swiperight,james,27,-27.0,0.9,z
train,swiperight,james,27,-16.0,1.0,x
train,swiperight,james,27,7.0,1.0,y
train,swiperight,james,27,-26.0,1.0,z
train,swiperight,james,27,-17.0,1.1,x
train,swiperight,james,27,6.0,1.1,y
train,swiperight,james,27,-26.0,1.1,z
train,swiperight,james,28,0.0,0.0,x
train,swiperight,james,28,-36.0,0.0,y
train,swiperight,james,28,-20.0,0.0,z
train,swiperight,james,28,0.0,0.1,x
train,swiperight,james,28,-37.0,0.1,y
train,swiperight,james,28,-21.0,0.1,z
train,swiperight,james,28,2.0,0.2,x
train,swiperight,james,28,-34.0,0.2,y
train,swiperight,james,28,-18.0,0.2,z
train,swiperight,james,28,5.0,0.3,x
train,swiperight,james,28,-30.0,0.3,y
train,swiperight,james,28,-18.0,0.3,z
train,swiperight,james,28,11.0,0.4,x
train,swiperight,james,28,-23.0,0.4,y
train,swiperight,james,28,-17.0,0.4,z
train,swiperight,james,28,15.0,0.5,x
train,swiperight,james,28,-16.0,0.5,y
train,swiperight,james,28,-19.0,0.5,z
train,swiperight,james,28,9.0,0.6,x
train,swiperight,james,28,-40.0,0.6,y
train,swiperight,james,28,-34.0,0.6,z
train,swiperight,james,28,-7.0,0.7,x
train,swiperight,james,28,-49.0,0.7,y
train,swiperight,james,28,-11.0,0.7,z
train,swiperight,james,28,-12.0,0.8,x
train,swiperight,james,28,-17.0,0.8,y
train,swiperight,james,28,3.0,0.8,z
train,swiperight,james,28,-16.0,0.9,x
train,swiperight,james,28,4.0,0.9,y
train,swiperight,james,28,25.0,0.9,z
train,swiperight,james,28,11.0,1.0,x
train,swiperight,james,28,3.0,1.0,y
train,swiperight,james,28,-22.0,1.0,z
train,swiperight,james,28,5.0,1.1,x
train,swiperight,james,28,-9.0,1.1,y
train,swiperight,james,28,-23.0,1.1,z
train,swiperight,james,28,11.0,1.2,x
train,swiperight,james,28,-30.0,1.2,y
train,swiperight,james,28,-28.0,1.2,z
train,swiperight,james,28,12.0,1.3,x
train,swiperight,james,28,-40.0,1.3,y
train,swiperight,james,28,-21.0,1.3,z
train,swiperight,james,29,-6.0,0.0,x
train,swiperight,james,29,-24.0,0.0,y
train,swiperight,james,29,-21.0,0.0,z
train,swiperight,james,29,-6.0,0.1,x
train,swiperight,james,29,-22.0,0.1,y
train,swiperight,james,29,-19.0,0.1,z
train,swiperight,james,29,-6.0,0.2,x
train,swiperight,james,29,-25.0,0.2,y
train,swiperight,james,29,-21.0,0.2,z
train,swiperight,james,29,-7.0,0.3,x
train,swiperight,james,29,-36.0,0.3,y
train,swiperight,james,29,-16.0,0.3,z
train,swiperight,james,29,-8.0,0.4,x
train,swiperight,james,29,-40.0,0.4,y
train,swiperight,james,29,-8.0,0.4,z
train,swiperight,james,29,-13.0,0.5,x
train,swiperight,james,29,-27.0,0.5,y
train,swiperight,james,29,-9.0,0.5,z
train,swiperight,james,29,-16.0,0.6,x
train,swiperight,james,29,-32.0,0.6,y
train,swiperight,james,29,22.0,0.6,z
train,swiperight,james,29,-1.0,0.7,x
train,swiperight,james,29,-36.0,0.7,y
train,swiperight,james,29,-5.0,0.7,z
train,swiperight,james,29,26.0,0.8,x
train,swiperight,james,29,64.0,0.8,y
train,swiperight,james,29,-14.0,0.8,z
train,swiperight,james,29,-5.0,0.9,x
train,swiperight,james,29,0.0,0.9,y
train,swiperight,james,29,-31.0,0.9,z
train,swiperight,james,29,-9.0,1.0,x
train,swiperight,james,29,-8.0,1.0,y
train,swiperight,james,29,-32.0,1.0,z
train,swiperight,james,29,-10.0,1.1,x
train,swiperight,james,29,-5.0,1.1,y
train,swiperight,james,29,-30.0,1.1,z
train,swiperight,james,30,-8.0,0.0,x
train,swiperight,james,30,-16.0,0.0,y
train,swiperight,james,30,-30.0,0.0,z
train,swiperight,james,30,-9.0,0.1,x
train,swiperight,james,30,-20.0,0.1,y
train,swiperight,james,30,-25.0,0.1,z
train,swiperight,james,30,-14.0,0.2,x
train,swiperight,james,30,-25.0,0.2,y
train,swiperight,james,30,-19.0,0.2,z
train,swiperight,james,30,-16.0,0.3,x
train,swiperight,james,30,-33.0,0.3,y
train,swiperight,james,30,-13.0,0.3,z
train,swiperight,james,30,-8.0,0.4,x
train,swiperight,james,30,-63.0,0.4,y
train,swiperight,james,30,-14.0,0.4,z
train,swiperight,james,30,39.0,0.5,x
train,swiperight,james,30,49.0,0.5,y
train,swiperight,james,30,-29.0,0.5,z
train,swiperight,james,30,-20.0,0.6,x
train,swiperight,james,30,19.0,0.6,y
train,swiperight,james,30,-33.0,0.6,z
train,swiperight,james,30,-21.0,0.7,x
train,swiperight,james,30,0.0,0.7,y
train,swiperight,james,30,-26.0,0.7,z
train,swiperight,james,30,-15.0,0.8,x
train,swiperight,james,30,1.0,0.8,y
train,swiperight,james,30,-28.0,0.8,z
train,swiperight,james,30,-18.0,0.9,x
train,swiperight,james,30,5.0,0.9,y
train,swiperight,james,30,-26.0,0.9,z
train,swiperight,james,30,-17.0,1.0,x
train,swiperight,james,30,4.0,1.0,y
train,swiperight,james,30,-26.0,1.0,z
train,swiperight,james,30,-17.0,1.1,x
train,swiperight,james,30,4.0,1.1,y
train,swiperight,james,30,-27.0,1.1,z
train,swiperight,james,31,-11.0,0.0,x
train,swiperight,james,31,-6.0,0.0,y
train,swiperight,james,31,-26.0,0.0,z
train,swiperight,james,31,-10.0,0.1,x
train,swiperight,james,31,-13.0,0.1,y
train,swiperight,james,31,-26.0,0.1,z
train,swiperight,james,31,-11.0,0.2,x
train,swiperight,james,31,-18.0,0.2,y
train,swiperight,james,31,-25.0,0.2,z
train,swiperight,james,31,-12.0,0.3,x
train,swiperight,james,31,-25.0,0.3,y
train,swiperight,james,31,-26.0,0.3,z
train,swiperight,james,31,-14.0,0.4,x
train,swiperight,james,31,-23.0,0.4,y
train,swiperight,james,31,-22.0,0.4,z
train,swiperight,james,31,-17.0,0.5,x
train,swiperight,james,31,-20.0,0.5,y
train,swiperight,james,31,-15.0,0.5,z
train,swiperight,james,31,-7.0,0.6,x
train,swiperight,james,31,-39.0,0.6,y
train,swiperight,james,31,-29.0,0.6,z
train,swiperight,james,31,16.0,0.7,x
train,swiperight,james,31,-14.0,0.7,y
train,swiperight,james,31,-34.0,0.7,z
train,swiperight,james,31,-9.0,0.8,x
train,swiperight,james,31,20.0,0.8,y
train,swiperight,james,31,-39.0,0.8,z
train,swiperight,james,31,-22.0,0.9,x
train,swiperight,james,31,-3.0,0.9,y
train,swiperight,james,31,-26.0,0.9,z
train,swiperight,james,31,-16.0,1.0,x
train,swiperight,james,31,-1.0,1.0,y
train,swiperight,james,31,-27.0,1.0,z
train,swiperight,james,31,-18.0,1.1,x
train,swiperight,james,31,3.0,1.1,y
train,swiperight,james,31,-27.0,1.1,z
train,swiperight,james,32,-12.0,0.0,x
train,swiperight,james,32,-29.0,0.0,y
train,swiperight,james,32,-14.0,0.0,z
train,swiperight,james,32,-15.0,0.1,x
train,swiperight,james,32,-33.0,0.1,y
train,swiperight,james,32,-11.0,0.1,z
train,swiperight,james,32,-18.0,0.2,x
train,swiperight,james,32,-28.0,0.2,y
train,swiperight,james,32,-4.0,0.2,z
train,swiperight,james,32,-21.0,0.3,x
train,swiperight,james,32,-26.0,0.3,y
train,swiperight,james,32,1.0,0.3,z
train,swiperight,james,32,-17.0,0.4,x
train,swiperight,james,32,-31.0,0.4,y
train,swiperight,james,32,-8.0,0.4,z
train,swiperight,james,32,-6.0,0.5,x
train,swiperight,james,32,-19.0,0.5,y
train,swiperight,james,32,-16.0,0.5,z
train,swiperight,james,32,-15.0,0.6,x
train,swiperight,james,32,-2.0,0.6,y
train,swiperight,james,32,-34.0,0.6,z
train,swiperight,james,32,-27.0,0.7,x
train,swiperight,james,32,-3.0,0.7,y
train,swiperight,james,32,-21.0,0.7,z
train,swiperight,james,32,-24.0,0.8,x
train,swiperight,james,32,-3.0,0.8,y
train,swiperight,james,32,-20.0,0.8,z
train,swiperight,james,32,-25.0,0.9,x
train,swiperight,james,32,0.0,0.9,y
train,swiperight,james,32,-20.0,0.9,z
train,swiperight,james,32,-24.0,1.0,x
train,swiperight,james,32,-1.0,1.0,y
train,swiperight,james,32,-20.0,1.0,z
train,swiperight,james,33,-14.0,0.0,x
train,swiperight,james,33,-37.0,0.0,y
train,swiperight,james,33,12.0,0.0,z
train,swiperight,james,33,-16.0,0.1,x
train,swiperight,james,33,-30.0,0.1,y
train,swiperight,james,33,9.0,0.1,z
train,swiperight,james,33,-19.0,0.2,x
train,swiperight,james,33,-19.0,0.2,y
train,swiperight,james,33,1.0,0.2,z
train,swiperight,james,33,-23.0,0.3,x
train,swiperight,james,33,-19.0,0.3,y
train,swiperight,james,33,-2.0,0.3,z
train,swiperight,james,33,-21.0,0.4,x
train,swiperight,james,33,-31.0,0.4,y
train,swiperight,james,33,-19.0,0.4,z
train,swiperight,james,33,-27.0,0.5,x
train,swiperight,james,33,-22.0,0.5,y
train,swiperight,james,33,20.0,0.5,z
train,swiperight,james,33,-20.0,0.6,x
